,buytime,buyprice,stoploss,target,selltime,profit,open,high,close,low,5ema,9ema,21ema,rsi,openCloseDiff,ema5_highDiff,ema5_lowDiff
15,19-05-2019 23:50,382.35,389.8,322.75,20-05-2019 01:50,-1.948476527,389.4,389.8,383.15,382.35,377.1492099,373.1754443,368.9268985,73.44893347,1.605033385,3.245456664,1.360217098
16,29-04-2020 05:45,289.05,293.2,255.85,29-04-2020 23:45,-1.435737762,291.7,293.2,289.9,289.05,286.2709813,283.3139299,279.751519,83.32963198,0.617072335,2.363239665,0.961431828
17,05-04-2021 23:45,746.2,756,667.8,06-04-2021 00:40,-1.313320826,756,756,746.2,746.2,743.6587729,741.5874378,736.7402214,77.18859273,1.296296296,1.632437444,0.340555759
18,06-04-2021 01:25,783.05,795.8,681.05,06-04-2021 02:00,-1.628248515,791.95,795.8,783.2,783.05,781.3775389,775.5528252,763.6653348,75.94882895,1.104867732,1.81232233,0.213582926
19,03-06-2021 02:05,841.8,846.75,802.2,06-06-2021 23:55,-0.588025659,846.75,846.75,842.15,841.8,840.2217255,835.8819801,828.3301279,73.32248416,0.543253617,0.770980155,0.187488056
20,13-10-2022 23:45,797.05,806.6,720.65,18-10-2022 00:40,-1.198168245,804,806.6,798.4,797.05,789.61509,787.949634,786.0851174,78.66095079,0.696517413,2.10574138,0.932803459
21,06-02-2023 23:00,561.75,567.45,516.15,06-02-2023 23:20,-1.014686248,565.55,567.45,562,561.75,557.8771358,553.044091,543.4094941,74.39304547,0.627707541,1.686996959,0.689428437
22,15-02-2023 23:05,584.9,590.8,537.7,20-02-2023 23:10,-1.008719439,589.4,590.8,585.45,584.9,582.6156408,578.9848568,574.0794439,73.63005504,0.670173057,1.385301154,0.390555517
23,28-02-2023 02:10,602.9,608.9,554.9,28-02-2023 23:35,-0.995189915,608.55,608.9,605.15,602.9,601.4925231,597.2151751,589.5754023,77.69583046,0.558705119,1.216534228,0.233451138
24,02-11-2018 00:05,1280.2,1291.55,1189.4,09-11-2018 00:00,-0.886580222,1287.45,1291.55,1280.9,1280.2,1272.274355,1259.588286,1242.814568,77.85042683,0.508757622,1.4924428,0.619094281
25,19-03-2020 04:35,1628.1,1653.95,1421.3,20-03-2020 02:35,-1.587740311,1644.15,1653.95,1628.1,1628.1,1616.538377,1598.167795,1567.954365,73.45118222,0.976188304,2.261956126,0.710129805
26,20-03-2020 02:50,1686,1701.6,1561.2,20-03-2020 03:25,-0.925266904,1700.7,1701.6,1690.9,1686,1671.83926,1653.334046,1629.025799,79.50026464,0.576233316,1.748985653,0.839901535
27,20-03-2020 04:00,1740.15,1754,1629.35,20-03-2020 04:10,-0.795908399,1753.45,1754,1741,1740.15,1735.172735,1723.485774,1694.289129,73.17994165,0.7100288,1.073390264,0.286025069
28,07-05-2020 23:45,1602.2,1638,1315.8,25-05-2020 23:45,-2.234427662,1611.8,1638,1602.35,1602.2,1598.276319,1592.606426,1581.752775,70.64479621,0.58630103,2.425133154,0.244893338
29,13-05-2021 23:55,2710,2739,2478,14-05-2021 00:00,-1.070110701,2732.05,2739,2710,2710,2663.468821,2632.735544,2602.164194,76.28967654,0.807086254,2.757618811,1.717017684
30,20-07-2021 05:05,3141.75,3179.5,2839.75,31-08-2021 00:55,-1.20155964,3163.95,3179.5,3148,3141.75,3125.286921,3102.066755,3069.489563,74.65656052,0.50411669,1.705081892,0.524009828
