,buytime,buyprice,stoploss,target,selltime,profit,open,high,close,low,5ema,9ema,21ema,rsi,openCloseDiff,ema5_highDiff
13,12-03-2020 05:10,6008.15,5953.2,6832.4,12-03-2020 23:45,-0.914591014,5966.85,6008.15,5998.95,5953.2,6022.737311,6051.711032,6085.351721,32.45127094,0.535093641,0.242204001
14,18-03-2020 23:55,5145.45,5084.65,6057.45,19-03-2020 00:55,-1.181626486,5097.35,5145.45,5141.1,5084.65,5247.093294,5334.826646,5443.626362,19.21516216,0.850985198,1.937135257
15,30-03-2020 00:00,4751.85,4702.3,5495.1,30-03-2020 03:25,-1.04275177,4721.1,4751.85,4748.95,4702.3,4781.486827,4823.997259,4877.907081,28.31729054,0.586445425,0.619824499
16,07-04-2020 23:45,4903.55,4830.4,6000.8,12-05-2020 23:45,22.37664549,4833,4903.55,4883.35,4830.4,4924.781453,4927.409906,4903.689071,48.33760282,1.031054502,0.431114619
17,21-05-2020 23:50,5720.3,5665.8,6537.8,22-05-2020 01:05,-0.952747234,5684.05,5720.3,5716.4,5665.8,5720.796316,5728.4113,5737.64182,43.10770787,0.565915611,0.008675646
18,28-10-2020 23:50,7857.25,7790.85,8853.25,30-10-2020 01:45,-0.845079385,7801.85,7857.25,7848.9,7790.85,7870.080214,7888.472477,7910.747377,36.08009742,0.599447056,0.163025203
19,21-12-2020 23:15,8614.85,8540.95,9723.35,08-01-2021 02:55,12.86731632,8568.8,8614.85,8614.85,8540.95,8627.00572,8658.638259,8727.877124,34.79499837,0.534542099,0.140903123
20,04-03-2021 22:45,10612.85,10529.75,11859.35,05-03-2021 00:30,-0.783013046,10558.2,10612.85,10612.7,10529.75,10622.16432,10633.59797,10653.14195,35.50103842,0.51353567,0.087687612
21,05-04-2021 00:50,9760.7,9693,10776.2,05-04-2021 01:45,-0.693597795,9698.7,9760.7,9750.3,9693,9770.713081,9812.458973,9883.692735,25.5465424,0.529214486,0.102480555
22,14-06-2021 00:05,10644.35,10570.85,11746.85,16-06-2021 23:45,-0.69050717,10575,10644.35,10632.2,10570.85,10655.4232,10686.65933,10723.60303,30.06612687,0.537988375,0.103920823
23,19-10-2021 23:55,11522.95,11420.85,13054.45,20-10-2021 04:40,-0.886057824,11427,11522.95,11498.4,11420.85,11531.78607,11574.44583,11644.8829,30.0351114,0.620955959,0.076623561
24,28-11-2021 22:50,10534.35,10448.15,11827.35,19-12-2021 22:45,-0.818275451,10468.5,10534.35,10533.6,10448.15,10619.08181,10677.32828,10750.87057,23.8337389,0.618022329,0.797920272
25,24-01-2022 22:50,11170.25,11075.15,12596.75,14-02-2022 04:55,-0.851368591,11096.3,11170.25,11160.8,11075.15,11188.23559,11207.32293,11226.42104,40.95136326,0.577915562,0.160754501
26,28-08-2022 23:50,12754.6,12676.15,13931.35,26-09-2022 00:10,-0.615072209,12681.8,12754.6,12751.3,12676.15,12818.41344,12861.10042,12907.15346,27.39133578,0.545042466,0.497826334
27,09-04-2019 23:45,30081,29901.75,32769.75,10-04-2019 04:00,-0.595891094,29916.6,30081,30074.3,29901.75,30108.44125,30091.87395,30032.91225,58.50558345,0.524367982,0.091141374
28,11-10-2019 01:20,27987.2,27766.25,31301.45,19-11-2019 22:45,11.84202064,27766.8,27987.2,27973.9,27766.25,28023.61824,28126.24024,28216.16964,38.19663803,0.740332953,0.12995552
29,02-03-2020 04:45,28898.65,28571.7,33802.9,04-03-2020 02:25,-1.131367728,28635.7,28898.65,28898.7,28571.7,28920.03487,29049.46388,29246.20964,31.2485693,0.91007554,0.073944817
30,16-03-2020 23:55,22694.05,22428.5,26677.3,17-03-2020 05:25,-1.170130497,22518.1,22694.05,22676.4,22428.5,22754.16404,22882.75201,23094.1761,33.74636808,0.698082588,0.264189172
31,17-03-2020 05:45,22209.2,22028.85,24914.45,17-03-2020 23:50,-0.812050862,22054.9,22209.2,22186.2,22028.85,22234.21383,22353.44243,22583.60833,27.49549124,0.591809323,0.112501517
32,19-03-2020 02:35,19829.75,19628.8,22844,19-03-2020 23:45,-1.013376366,19658.2,19829.75,19808.6,19628.8,19836.29964,19841.97739,19741.45722,52.02500789,0.759266177,0.033018472
33,20-03-2020 00:05,19532.1,19265,23538.6,22-03-2020 23:45,-1.367492487,19314.9,19532.1,19528,19265,19657.37327,19813.83036,20053.17643,35.70125433,1.091253585,0.637283878
34,23-03-2020 01:30,17778.1,17271.7,25374.1,23-03-2020 01:45,-2.848448372,17399.3,17778.1,17778.1,17271.7,17801.48223,18094.41467,18804.31918,26.94994288,2.130711381,0.1313499
35,24-03-2020 00:55,16342,16116.25,19728.25,26-03-2020 00:30,20.72114796,16176,16342,16342,16116.25,16347.67498,16453.14752,16683.18834,37.64713325,1.015787541,0.034714265
36,26-03-2020 01:40,19916.4,19673.05,23566.65,26-03-2020 01:55,-1.221857364,19731.6,19916.4,19916.4,19673.05,19916.54141,19919.04631,19678.55153,63.17745921,0.927878532,0.000710027
37,28-04-2020 23:45,20614.45,20393.65,23926.45,03-05-2020 23:45,-1.071093335,20440.4,20614.45,20550.8,20393.65,20639.42229,20639.21072,20613.88234,44.85109711,0.537205364,0.120993174
38,16-06-2020 23:55,20127.55,20012.8,21848.8,22-06-2020 03:20,8.55171146,20019.4,20127.55,20122.7,20012.8,20131.41035,20158.7961,20145.54567,48.86038761,0.513350594,0.019175774
39,31-08-2020 01:50,24332.55,24163.55,26867.55,31-08-2020 02:00,-0.694542907,24209.3,24332.55,24332.6,24163.55,24346.63216,24404.5231,24502.40452,39.8488537,0.5067276,0.057840269
40,05-04-2021 00:50,32637.75,32406.35,36108.75,05-04-2021 01:40,-0.708994952,32411.3,32637.75,32616.7,32406.35,32641.78796,32779.52614,33083.63317,27.39066703,0.629738753,0.012370534
41,01-02-2023 04:20,40181.9,39490.5,50552.9,13-03-2023 05:35,-1.720675229,39913.6,40181.9,40181.1,39490.5,40319.91793,40518.47324,40870.63159,29.04730295,0.665735881,0.342307069
42,04-05-2023 23:45,43412.95,43035.35,49076.95,05-05-2023 02:30,-0.86978655,43110.6,43412.95,43385.2,43035.35,43569.84749,43587.52672,43556.89482,35.86454121,0.632934734,0.360105672
43,03-10-2018 23:50,3657.65,3628.25,4098.65,04-10-2018 01:35,-0.803794786,3631.2,3657.65,3654,3628.25,3661.397141,3670.458086,3682.940347,34.3081135,0.623973727,0.102341831
44,04-10-2018 23:50,3464.2,3440.35,3821.95,05-10-2018 00:05,-0.688470643,3441.2,3464.2,3463.55,3440.35,3513.381578,3550.693811,3591.684857,17.21776468,0.645291681,1.399835925
45,02-03-2020 04:45,2967.05,2937.05,3417.05,05-03-2020 22:45,-1.011105307,2941.6,2967.05,2967.05,2937.05,2972.886246,2990.499137,3018.807642,26.09442749,0.857754335,0.196315814
46,12-03-2020 00:00,2628.1,2600.9,3036.1,12-03-2020 00:25,-1.034968228,2601.35,2628.1,2626.85,2600.9,2650.723752,2687.415677,2736.924047,19.1415831,0.970744428,0.853493382
47,12-03-2020 05:10,2533.85,2507.95,2922.35,12-03-2020 23:45,-1.022159954,2513.6,2533.85,2533.45,2507.95,2536.443321,2546.481304,2561.394473,35.62576148,0.783516549,0.102242409
48,18-03-2020 23:55,2200.2,2164.75,2731.95,22-03-2020 23:45,-1.611217162,2174.65,2200.2,2196.85,2164.75,2233.624033,2264.223866,2298.629921,27.99733566,1.010537816,1.496403734
49,23-03-2020 02:05,2130.95,2115.9,2356.7,23-03-2020 02:25,-0.706257772,2118.35,2130.95,2130.3,2115.9,2131.218611,2141.034953,2184.420118,27.42536888,0.560953856,0.012603653
50,30-03-2020 00:00,2155.3,2134.9,2461.3,13-04-2020 03:10,14.1975595,2140.25,2155.3,2155.3,2134.9,2161.89851,2175.189702,2192.454583,33.33366025,0.698278662,0.305218289
51,11-06-2020 23:45,2738.25,2690,3462,13-11-2020 00:40,26.43111476,2690,2738.25,2727.3,2690,2772.463951,2781.62278,2794.561829,15.11302719,1.36765299,1.234062957
52,12-04-2021 00:05,4534,4494.1,5132.5,12-04-2021 02:05,-0.880017644,4506.1,4534,4528.75,4494.1,4541.177504,4571.210586,4614.571557,23.40612835,0.500138007,0.158053803
53,19-10-2021 00:40,6123.8,6070.85,6918.05,19-10-2021 05:35,-0.864659199,6074.5,6123.8,6121.55,6070.85,6129.278437,6146.974163,6170.197907,35.30392055,0.768596189,0.08938143
54,19-10-2021 23:55,5991.05,5941.85,6729.05,20-10-2021 04:00,-0.821224994,5941.85,5991.05,5981,5941.85,5997.249115,6020.090053,6059.960171,28.6503338,0.654572814,0.103365971
55,24-01-2022 22:50,5617.6,5555.8,6544.6,23-02-2022 22:45,-1.100113928,5571.15,5617.6,5610.9,5555.8,5621.581249,5632.606753,5648.428669,39.1328268,0.708442496,0.070820812
56,12-09-2023 00:25,6547.25,6503.85,7198.25,12-09-2023 05:35,-0.662873726,6512.2,6547.25,6547.25,6503.85,6552.789397,6571.947548,6595.945343,33.72558476,0.535339265,0.084534949
57,01-02-2018 22:55,420.65,416.6,481.4,01-02-2018 23:45,-0.962795673,418.45,420.65,420.65,416.6,422.8826135,424.5909315,426.0470442,35.43112228,0.523000119,0.527951129
58,15-03-2018 23:45,380.85,377,438.6,16-03-2018 02:20,-1.010896678,377.9,380.85,380,377,381.1749064,381.8246816,382.7342147,32.24515237,0.552631579,0.085238143
59,02-05-2018 05:20,400.5,397.5,445.5,03-05-2018 05:15,-0.74906367,397.9,400.5,400.2,397.5,401.2371679,402.6513174,404.4063908,35.29902615,0.574712644,0.183723741
60,14-05-2018 23:45,407.8,397.4,563.8,17-05-2018 05:40,-2.55026974,399,407.8,405.45,397.4,408.6627643,409.1291147,409.5291388,29.97922287,1.590825009,0.211118891
61,04-09-2018 00:10,379.05,376.9,411.3,04-09-2018 00:15,-0.567207492,376.9,379.05,379,376.9,379.2887366,380.6934477,383.5271033,27.1783461,0.55408971,0.062943223
62,25-09-2018 04:15,328.05,325.8,361.8,25-09-2018 04:30,-0.685871056,325.8,328.05,327.7,325.8,328.7652141,330.6623476,334.0794844,25.58479472,0.579798596,0.217545565
63,31-10-2018 04:05,320.05,318,350.8,31-10-2018 04:15,-0.640524918,318.25,320.05,320.05,318,320.2824697,320.6367245,320.2766389,50.07370256,0.562412123,0.072582715
64,27-01-2019 23:05,335.5,308.3,743.5,11-03-2020 23:45,-8.107302534,315.25,335.5,327.7,308.3,340.3397932,350.4259559,362.8220121,21.56825468,3.799206591,1.422047412
65,12-03-2020 23:50,244.35,238.5,332.1,13-03-2020 00:50,-2.394106814,242.15,244.35,244.35,238.5,263.1979412,271.8619853,280.6578097,16.64221922,0.900347862,7.161127884
66,13-03-2020 01:00,250.25,240.35,398.75,22-03-2020 23:45,-3.956043956,240.35,250.25,250.25,240.35,251.3160566,259.2321365,271.982389,29.55242112,3.956043956,0.424189625
67,23-03-2020 01:35,208.15,205.5,247.9,23-03-2020 02:00,-1.273120346,205.8,208.15,207.2,205.5,211.401233,216.920249,229.1035179,15.9317689,0.675675676,1.537944217
68,30-03-2020 00:00,240.6,237,294.6,01-04-2020 00:15,-1.496259352,238.05,240.6,240.4,237,242.3471719,244.7948354,247.5902085,29.92958378,0.977537438,0.720937609
69,15-04-2020 23:55,263.7,260.8,307.2,21-04-2020 23:45,-1.099734547,260.8,263.7,263.7,260.8,264.3664046,266.0220179,268.9549246,30.92544136,1.099734547,0.252076123
70,29-05-2020 00:10,325,323,355,29-05-2020 02:30,-0.615384615,323.15,325,324.8,323,325.1470031,326.4086438,328.3767424,36.61975004,0.508004926,0.045211288
71,23-09-2020 23:50,321.5,318.55,365.75,24-09-2020 00:40,-0.917573872,319.35,321.5,321.05,318.55,322.2589007,322.8793797,323.0374795,41.14405578,0.529512537,0.235494108
72,19-03-2021 00:00,664.5,657.1,775.5,06-04-2021 01:05,16.70428894,659.3,664.5,663.9,657.1,666.9649663,670.5316025,676.2699777,30.75302035,0.692875433,0.36957958
73,07-04-2021 02:30,816.95,806.6,972.2,07-04-2021 03:25,-1.266907399,806.85,816.95,814.8,806.6,817.0086414,821.3629548,829.7594361,35.77176827,0.975699558,0.007177576
74,12-04-2021 00:05,781.75,773.4,907,12-04-2021 01:05,-1.068116406,774.35,781.75,780.85,773.4,783.8160414,792.4933169,806.2166557,25.94510886,0.832426202,0.263587539
75,12-04-2021 23:50,723.6,703.45,1025.85,13-04-2021 03:55,-2.784687673,712.85,723.6,721.15,703.45,731.282578,736.5066803,743.4116331,32.76649226,1.150939472,1.05056215
76,18-04-2021 23:50,723,709.8,921,21-04-2021 23:45,-1.825726141,715.9,723,722.6,709.8,734.5937371,742.5850774,752.5949865,20.23372409,0.927207307,1.578251558
77,16-06-2021 23:50,685.15,673.35,862.15,17-06-2021 01:45,-1.722250602,678.5,685.15,685.15,673.35,693.0527017,700.5932176,712.5957149,18.26819221,0.970590382,1.140274274
78,17-06-2021 02:25,654.4,645,795.4,17-06-2021 05:20,-1.436430318,647.8,654.4,652,645,655.133582,660.0988865,670.5086854,23.87624819,0.644171779,0.111974411
79,23-06-2021 00:05,733,726,838,23-06-2021 00:40,-0.954979536,726.7,733,731.7,726,733.4036707,736.6374496,741.9096744,34.38443275,0.683340167,0.055040729
80,19-10-2021 00:40,804.2,793.7,961.7,19-10-2021 05:35,-1.305645362,795.6,804.2,802.8,793.7,804.3036195,807.033723,810.6579005,37.02213732,0.896860987,0.012883135
81,19-10-2021 23:55,786.55,777.5,922.3,21-10-2021 04:50,-1.150594368,779.05,786.55,785.2,777.5,786.6266264,789.8063344,796.4952502,31.70527104,0.783239939,0.009741142
82,27-10-2021 23:45,734.15,718.05,975.65,28-10-2021 00:00,-2.193012327,724.35,734.15,734.15,718.05,741.9895634,743.9663162,746.286989,23.12801907,1.334877069,1.056559794
83,28-11-2021 22:50,695.25,682.65,884.25,30-11-2021 04:35,-1.812297735,686.8,695.25,695.05,682.65,702.8705158,708.636486,716.376779,26.60600955,1.186964967,1.084199102
84,01-02-2022 22:45,734.5,721.5,929.5,07-02-2022 00:25,-1.769911504,723.9,734.5,733.75,721.5,737.3876222,738.125549,738.132489,41.7969077,1.34241908,0.391601665
85,06-03-2022 23:20,677,671.2,764,06-03-2022 23:45,-0.856720827,672.05,677,676.85,671.2,678.1845633,683.0953266,691.5928855,24.76837117,0.709167467,0.174666796
86,29-04-2022 01:00,859.95,854.15,946.95,29-04-2022 05:50,-0.674457817,855.6,859.95,859.95,854.15,860.3931559,863.804265,871.1224628,29.71908351,0.505843363,0.051506215
87,17-06-2022 05:50,669.1,664.9,732.1,19-06-2022 23:50,-0.627708863,664.9,669.1,669,664.9,669.340452,671.4824595,673.7300806,40.57167466,0.612855007,0.035923722
88,22-08-2022 05:15,845.8,841.2,914.8,22-08-2022 05:30,-0.543863798,841.35,845.8,845.8,841.2,846.7248756,849.2983189,855.452029,32.60698605,0.526129109,0.109229768
89,28-08-2022 23:45,821.9,815,925.4,11-09-2022 23:50,12.59277284,815.1,821.9,821.4,815,832.6947563,834.3010064,834.6098318,31.79433008,0.766983199,1.296364153
90,22-09-2022 02:00,934.3,928.2,1025.8,23-09-2022 00:05,-0.652895216,928.55,934.3,933.6,928.2,934.6892273,936.7266451,939.1030655,41.02972437,0.540916881,0.041642426
91,27-09-2022 23:50,837.5,828.2,977,28-09-2022 05:30,-1.110447761,829.4,837.5,836.75,828.2,839.1485741,841.4792791,846.2063285,36.02705531,0.878398566,0.196457957
92,27-01-2023 02:20,559,537,889,01-02-2023 03:55,-3.935599284,538.65,559,550.75,537,560.5386156,574.2819033,604.8475274,18.83803887,2.197004085,0.27448878
93,02-02-2023 02:10,471.55,462.85,602.05,02-02-2023 02:30,-1.844979324,464.35,471.55,468.1,462.85,471.5812283,475.0059076,477.9810764,40.83488884,0.801110874,0.006622047
94,02-02-2023 03:10,458.65,452.35,553.15,02-02-2023 03:20,-1.373596424,455.25,458.65,457.85,452.35,460.6891278,463.2162059,468.4468648,38.22256512,0.567871574,0.442625551
95,07-02-2023 02:35,574.2,567.65,672.45,07-02-2023 02:40,-1.14071752,567.65,574.2,573.9,567.65,574.6040548,577.1045578,579.5355886,42.76887336,1.089039902,0.070318827
96,08-02-2023 01:40,591.45,586.3,668.7,08-02-2023 01:55,-0.870741398,587.6,591.45,591.15,586.3,591.4720735,592.0277184,590.0752626,54.37704973,0.600524402,0.003731954
97,19-02-2023 22:45,574.3,565.2,710.8,19-02-2023 23:00,-1.584537698,567.3,574.3,574.2,565.2,576.6639559,576.7219824,575.9511335,44.41639912,1.201671891,0.409936469
98,06-03-2023 02:00,690.25,683.4,793,07-03-2023 22:50,-0.99239406,684.15,690.25,689.75,683.4,691.8266094,695.3511746,699.9176847,35.01144066,0.811888365,0.227890835
99,13-03-2023 23:55,669.4,662.15,778.15,14-03-2023 00:30,-1.083059456,663.05,669.4,669,662.15,670.4312861,674.2341408,680.347751,28.63477514,0.889387145,0.153824273
100,08-06-2023 02:05,738.85,733,826.6,19-06-2023 04:00,-0.791770995,734.25,738.85,738.85,733,740.2645689,742.0240207,744.0266951,35.19444809,0.622589159,0.191089643
101,23-06-2023 00:15,725,719,815,23-06-2023 00:40,-0.827586207,719.9,725,724,719,725.0623191,728.898706,735.8809512,26.2652381,0.566298343,0.008594996
102,31-08-2023 00:45,798.4,791.9,895.9,31-08-2023 04:55,-0.814128257,793.75,798.4,798.35,791.9,798.5464757,801.0849944,807.6595665,30.44115984,0.576188389,0.018342787
103,31-08-2023 23:45,789,779.65,929.25,23-10-2023 01:35,-1.18504436,780,789,786,779.65,790.0339069,790.576616,791.6859304,37.41248052,0.763358779,0.130868668
104,22-01-2018 22:50,1168.9,1156.25,1358.65,23-01-2018 23:20,-1.082214047,1158.4,1168.9,1168.7,1156.25,1169.784394,1172.029385,1174.286529,42.24552156,0.881321126,0.075603147
105,18-09-2018 05:45,1294.35,1285,1434.6,21-09-2018 03:35,-0.722370302,1286,1294.35,1294.35,1285,1294.774352,1299.287574,1306.546653,32.20790621,0.645111446,0.032774235
106,27-02-2020 23:05,1795.5,1783.15,1980.75,02-03-2020 04:35,-0.687830688,1785,1795.5,1795,1783.15,1802.345437,1811.887394,1822.226879,28.73413837,0.557103064,0.379807179
107,02-03-2020 04:45,1788.85,1769.25,2082.85,03-03-2020 01:05,-1.095675993,1772.75,1788.85,1788.15,1769.25,1788.97333,1797.232143,1808.649578,33.57127589,0.861225289,0.006893918
108,23-03-2020 00:20,1619.85,1606.25,1823.85,23-03-2020 01:25,-0.839583912,1606.9,1619.85,1616.15,1606.25,1619.866145,1637.238648,1669.092248,33.10754935,0.572347864,0.000996715
109,25-03-2020 00:20,1483.1,1462.7,1789.1,22-04-2020 01:25,20.63245904,1466.55,1483.1,1479.1,1462.7,1486.128932,1495.76234,1511.986383,35.05269551,0.848488946,0.203813535
110,12-05-2020 00:00,1524,1512.35,1698.75,14-05-2020 23:50,-0.764435696,1513,1524,1523.3,1512.35,1530.033722,1541.094008,1555.624955,26.57986355,0.676163592,0.394352235
111,12-01-2021 04:50,2752,2734.95,3007.75,12-01-2021 22:45,-0.619549419,2735.4,2752,2751.1,2734.95,2752.318022,2757.223562,2767.216174,33.06290064,0.570680819,0.011554691
112,12-04-2021 00:05,2577,2555,2907,14-04-2021 23:45,-0.85370586,2560,2577,2573,2555,2579.520382,2591.485102,2606.634387,31.17813197,0.505246794,0.097707402
113,27-07-2021 23:50,3006.35,2984,3341.6,29-07-2021 23:50,-0.743426414,2986.9,3006.35,3005.1,2984,3011.376917,3017.220544,3023.630556,35.01538863,0.605637084,0.166930858
114,21-10-2021 04:15,3006.85,2975.9,3471.1,21-10-2021 04:30,-1.029316394,2975.95,3006.85,2996.05,2975.9,3014.991106,3042.784798,3080.761083,24.42473268,0.67088333,0.270020904
115,21-10-2021 23:55,2950,2928.75,3268.75,22-10-2021 03:05,-0.720338983,2929.85,2950,2948,2928.75,2958.33197,2969.411148,2987.548698,37.11439704,0.615671642,0.281644188
116,24-01-2022 22:50,3065,3013.7,3834.5,02-03-2022 01:40,-1.673735726,3020,3065,3055.35,3013.7,3091.620983,3112.745087,3133.963689,27.00222009,1.156986925,0.861068787
117,28-08-2022 23:50,3312.9,3295,3581.4,18-09-2022 23:45,-0.540312113,3295.45,3312.9,3312.8,3295,3315.828589,3319.88682,3325.254624,42.6563833,0.523726153,0.088321493
118,19-01-2023 03:20,2916.65,2895.1,3239.9,19-01-2023 03:35,-0.738861365,2897.65,2916.65,2915,2895.1,2925.045927,2937.106832,2949.657964,29.97174361,0.595197256,0.287035745
119,01-02-2018 04:40,592.75,587.6,670,01-02-2018 22:45,-0.868831717,588.4,592.75,592.35,587.6,594.2619145,596.4146815,598.7161285,38.43360251,0.666835486,0.254418877
120,14-02-2018 22:45,539.55,531.65,658.05,18-02-2018 22:45,-1.464183116,534.75,539.55,537.7,531.65,541.4881004,542.9292922,544.9622761,16.39643994,0.548633067,0.35792115
121,19-03-2018 23:55,515.95,512,575.2,22-03-2018 23:45,-0.76557806,512.1,515.95,515.65,512,515.9623873,517.0942018,518.3449679,41.79157766,0.688451469,0.002400823
122,24-09-2018 04:35,593.5,589.95,646.75,25-09-2018 00:00,-0.598146588,589.95,593.5,593.5,589.95,593.9358862,594.9866152,596.4375026,41.93141911,0.598146588,0.073389431
123,06-12-2018 22:55,596,592.6,647,09-12-2018 23:20,-0.570469799,592.7,596,596,592.6,596.6531426,598.0083558,600.863949,30.02022974,0.553691275,0.109467725
124,31-07-2019 00:00,672,661.8,825,01-08-2019 23:45,-1.517857143,663.7,672,671.6,661.8,678.9768098,687.2147778,697.9889809,22.62882999,1.176295414,1.027547576
125,22-08-2019 23:50,652.25,645.25,757.25,30-08-2019 01:45,-1.073208126,646.95,652.25,651.8,645.25,654.7118176,657.3655551,661.1791434,30.91195664,0.74409328,0.376015444
126,19-09-2019 23:55,631.65,626.75,705.15,22-09-2019 23:45,11.63619093,626.9,631.65,631.5,626.75,632.1107155,634.333563,637.3069519,37.57294494,0.728424386,0.072885247
127,01-10-2019 04:45,666.4,657.6,798.4,02-10-2019 23:45,-1.320528211,662.95,666.4,666.4,657.6,668.1430692,671.6153695,677.427213,28.67642937,0.517707083,0.260882632
128,02-10-2019 23:50,660,646.7,859.5,05-03-2020 22:45,-2.015151515,656.25,660,659.8,646.7,666.6240396,669.2220487,671.8166885,36.8759486,0.538041831,0.993669483
129,05-03-2020 23:05,653.6,648.5,730.1,08-03-2020 23:45,-0.780293758,649.25,653.6,653.6,648.5,654.6822546,659.9731434,669.2356207,23.81947931,0.665544676,0.165309905
130,12-03-2020 00:00,576.45,570.8,661.2,12-03-2020 00:25,-0.980137046,571.7,576.45,575,570.8,583.6574121,593.5909302,606.9508603,17.80393471,0.573913043,1.234870307
131,18-03-2020 03:05,425,412.3,615.5,22-03-2020 23:45,-2.988235294,412.5,425,422.65,412.3,431.3418374,439.0974674,450.4711408,24.46756678,2.401514255,1.47025789
132,23-03-2020 02:00,336.9,333.45,388.65,23-03-2020 03:35,-1.024042743,333.55,336.9,336.55,333.45,338.0359507,343.3256192,363.504955,25.27547797,0.891398009,0.336044342
133,24-03-2020 00:35,300.75,295.45,380.25,24-03-2020 00:50,-1.762261014,298.05,300.75,300.05,295.45,302.3725988,305.7742391,311.0166034,39.34082862,0.666555574,0.536622317
134,24-03-2020 05:10,312.35,307.6,383.6,24-03-2020 05:25,-1.52072995,308.9,312.35,311.6,307.6,313.7122814,314.768024,313.6879547,47.68787761,0.866495507,0.434245475
135,25-03-2020 00:00,294.85,289.65,372.85,26-03-2020 01:40,26.45412922,291.3,294.85,294.75,289.65,296.2316279,299.1656193,304.3361446,34.71791456,1.170483461,0.466401226
136,26-03-2020 04:10,367.4,355.7,542.9,26-03-2020 04:30,-3.184540011,359.4,367.4,363.05,355.7,369.4052333,374.7154613,378.2466234,37.36109247,1.005371161,0.542827529
137,29-03-2020 23:45,350,340.35,494.75,03-04-2020 04:30,-2.757142857,345,350,348.4,340.35,357.1417246,359.6222115,365.1950787,28.66354598,0.975889782,1.999689225
138,13-04-2020 00:15,405.4,402,456.4,15-04-2020 23:50,-0.838677849,402,405.4,404.75,402,405.6231384,407.8493009,410.1120063,39.79786932,0.679431748,0.05501125
139,20-04-2020 02:05,464,459.45,532.25,20-04-2020 05:20,-0.980603448,460.95,464,463.7,459.45,465.8003122,467.2152736,467.7530857,44.07824658,0.593055855,0.386498704
140,21-04-2020 00:00,427.6,423.4,490.6,21-04-2020 01:05,-0.98222638,424.15,427.6,427.15,423.4,432.4573092,439.4499941,450.2404699,19.3783574,0.702329392,1.12318813
141,28-04-2020 23:45,442.4,425.95,689.15,03-05-2020 23:45,-3.71835443,430.75,442.4,437.85,425.95,449.8932789,451.4837973,451.111675,29.95114765,1.621559895,1.665568101
142,18-05-2020 01:55,355.3,352.55,396.55,19-05-2020 04:20,-0.773993808,352.75,355.3,354.95,352.55,355.8774572,357.5889927,362.9608118,18.82426775,0.619805606,0.162262947
143,04-06-2020 00:10,406.2,403.75,442.95,04-06-2020 01:50,-0.603151157,403.75,406.2,406,403.75,406.5884872,408.3362849,413.3919738,33.30532894,0.554187192,0.095548002
